,BOD,AmNi,Chla,DO,Ecoli,FC,NitraNi,NitriNi,OrPh,pH,Sal,SDD,Si,SS,Temp,TIN,TKN,ToNi,ToPh,Tur,UnAm,VSS,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,Image_Year,B1_2,B1_3,B2_2,B2_3,B3_2,B3_3,B4_2,B4_3,B5_2,B5_3,B6_2,B6_3,B7_2,B7_3,B8A_2,B8A_3,B11_2,B11_3,B12_2,B12_3,NR_B1B2,NR_B1B3,NR_B1B4,NR_B1B5,NR_B1B6,NR_B1B7,NR_B1B8A,NR_B1B11,NR_B1B12,NR_B2B3,NR_B2B4,NR_B2B5,NR_B2B6,NR_B2B7,NR_B2B8A,NR_B3B4,NR_B3B5,NR_B3B6,NR_B3B7,NR_B3B8A,NR_B4B5,NR_B4B6,NR_B4B7,NR_B4B8A,NR_B5B6,NR_B5B7,NR_B5B8A,NR_B6B7,NR_B6B8A,NR_B7B8A,NR_B11B2,NR_B11B3,NR_B11B4,NR_B11B5,NR_B11B6,NR_B11B7,NR_B11B8A,NR_B11B12,NR_B12B2,NR_B12B3,NR_B12B4,NR_B12B5,NR_B12B6,NR_B12B7,NR_B12B8A,TB_B1B2B3,TB_B2B3B4,TB_B3B4B5,TB_B4B5B6,TB_B5B6B7,TB_B6B7B8A,TB_B7B8AB11,TB_B8AB11B12,LH_B1B2B3,LH_B2B3B4,LH_B3B4B5,LH_B4B5B6,LH_B5B6B7,LH_B6B7B8A,LH_B7B8AB11,LH_B8AB11B12
3881,0.2,0.04,1.1,4.7,1,12.0,0.06,0.04,0.02,7.8,31.8,2.0,1.2,7.4,30.1,0.14,0.31,0.41,0.03,4.3,0.0005,1.6,0.4296680279107507,0.515126200373921,0.537698738380311,0.14981903359914078,0.10008961534676897,0.04261294765744917,0.04530789558910932,0.0340947308202326,0.041298973612134804,0.06799510250385217,2017,0.18461461420871364,0.07932299721056205,0.26535500231167297,0.13669131409102514,0.28911993325577817,0.15545942335223162,0.022445742828580476,0.0033627994989927712,0.01001793110026417,0.0010026908703958748,0.0018158633080565026,7.737928809929424e-05,0.0020528054027136315,9.300829285090873e-05,0.0011624506697041188,3.963344267536105e-05,0.001705605221415807,7.043974503197074e-05,0.004623333964509363,0.0003143640668263554,-0.09045162417886962,-0.111675027749564,0.4829253539888277,0.6221305473525199,0.819544085568208,0.8092202431851363,0.8529647748623554,0.8246205212739178,0.7267424554951238,-0.02143997275852837,0.5493793294705824,0.6746194984291172,0.8471939873402884,0.8383114235358796,0.875843294078026,0.5641740775142653,0.6861353307508059,0.8531377234589194,0.8445715950755861,0.8807445951843333,0.19899038493515786,0.5571115842680141,0.5356059178751468,0.6292313310222138,0.4027724974191308,0.37677206029901655,0.49182252931650644,-0.030651980032796566,0.11104777261242443,0.14121906637029652,-0.8515560562571896,-0.857343223447233,-0.5678170339388277,-0.41580895719754546,-0.015658967467720816,-0.04628872991193319,0.09555496504837263,-0.24425961443131128,-0.7667891666166602,-0.7754802908195463,-0.3756594156799738,-0.19094247980021342,0.2294783680698451,0.2002348331164964,0.3320641299903257,0.20760888716010859,0.012209411388290833,-0.48192567884163157,-0.1413184755198636,-0.6105691757466837,0.047590709240957235,-0.2997825194628515,0.34788800041352996,0.042061220394201605,0.16869540471630212,-0.07099033982584668,0.007447160916530381,-0.032895126772421235,0.005625214523662648,-0.010815665854593875,-0.011856720909453704
1821,0.3,0.02,0.9,4.6,20,49.0,0.32,0.15,0.02,7.9,27.3,2.5,2.7,6.3,29.7,0.49,0.34,0.81,0.04,4.4,0.0005,1.0,0.4059704452063776,0.5782411420243094,0.6965212764593892,0.2549027740998861,0.1533381397496402,0.07006507622853789,0.08557029052752302,0.07984138967209799,0.06413896561042873,0.10226714954706952,2017,0.16481200238106444,0.06690880198199528,0.3343628183295776,0.19334233792136163,0.4851418885606169,0.33791164748415964,0.06497542424381757,0.01656241588806609,0.023512585101880187,0.003605376060227412,0.004909114906910825,0.0003439575101673586,0.007322274620964696,0.0006265691666382574,0.006374647504771795,0.0005089607154507521,0.004113806909575759,0.00026385531990122363,0.01045856987648268,0.0010695681296067306,-0.1750342091609146,-0.2635401477790828,0.22858797526259467,0.4516868009036615,0.7056308906640393,0.6518282847920578,0.6713073501304468,0.7271317521638697,0.5975616498945511,-0.09278602249332965,0.38809425558623867,0.5808023994943584,0.7838519074601514,0.7421849449064997,0.7573514389865886,0.46416579662865015,0.6391446942280499,0.8172023908777803,0.7811757749615144,0.7943193480182732,0.2487860253705038,0.5687876437147388,0.49734472757094367,0.5229706844031305,0.3727478279866678,0.2836561654333341,0.3151938348096283,-0.09962526270322367,-0.0652160891448154,0.03463419782999192,-0.8003083693030587,-0.831359752848653,-0.5979274331398396,-0.410154319423774,-0.044157467516663815,-0.14315297176646238,-0.1090594896147953,-0.22912730040331533,-0.699438931711113,-0.7439443381563403,-0.4273473617103583,-0.19980412120222932,0.18686042714066564,0.08888994128601824,0.12314502093711345,0.5111429688141488,0.07485882318388877,-0.38140686145899894,-0.18206201960436527,-0.6632477106432257,0.20648155163239001,-0.05378264591007851,-0.31358321899955804,0.0555536962291152,0.2476154816048491,-0.04827898956968485,-0.002984528818860188,-0.05286441322912665,0.012142162474400458,-0.00360390854200093,-0.02831162489703061
3809,0.2,0.03,0.6,5.8,1,1.0,0.08,0.06,0.02,7.8,31.4,2.0,1.3,4.7,29.4,0.17,0.46,0.6,0.02,3.0,0.0005,1.0,0.4206510606578189,0.5410084018446627,0.5588384305874297,0.15266435343804075,0.09338082420756116,0.05118794889232275,0.06808136203325563,0.04779996514767629,0.05703789677575487,0.08522329556208294,2017,0.17694731483254802,0.07443307566486433,0.29269009086651604,0.15834779829546294,0.3123003915014214,0.1745254606584942,0.02330640481065502,0.0035580572213838916,0.008719978329683442,0.0008142787634979122,0.0026202061118030455,0.000134122976538326,0.00463507185630322,0.00031556200509913376,0.0022848366681190676,0.00010921511310422425,0.0032533216686016675,0.0001855626255120285,0.007263010106462146,0.0006189776569734189,-0.12515588509225867,-0.14108101328777897,0.46743328476943785,0.636673027658521,0.7830279063143757,0.7213961715149414,0.7959233195594572,0.7611923160954106,0.6630653658789666,-0.016211374363227827,0.5598375393139867,0.7056040034328265,0.8271250782662892,0.7764488386742897,0.8376382951490966,0.5708678676580535,0.7136520471573226,0.8321779168436053,0.7828067869777787,0.8424103535690196,0.2409457067915807,0.49779376237441314,0.38316934588831675,0.5231074987817607,0.291853312513671,0.15668970403120905,0.3228545418115977,-0.14164090502270132,0.03422623637949824,0.17501867970421908,-0.8092525715573166,-0.8147748363053434,-0.45601063681859777,-0.24161173020369808,0.05405315012620526,-0.08826351244901606,0.08811636806200367,-0.1981242974499623,-0.7278218400154557,-0.7353567457840238,-0.28349961908246335,-0.04567379887988839,0.24950543341121867,0.11181613003614664,0.2813292217821954,0.29555128468726105,0.009003252119734382,-0.444575983748883,-0.21286606501941405,-0.6009549646957201,0.231712263584658,-0.3554721255849809,0.28876329248458327,0.0648461754886241,0.17316764810541574,-0.06911856908120828,-0.005162780139429987,-0.030840552544716703,0.018058879549091262,-0.019186397912042383,-0.011803865472851952
1889,0.3,0.03,1.3,4.1,320,930.0,0.35,0.16,0.03,7.9,26.7,2.5,3.0,7.2,29.8,0.54,0.19,0.7,0.04,5.0,0.0005,1.0,0.524976554292909,0.620932572889593,0.717148456821758,0.26278184804509447,0.18074068137800034,0.10238846685217182,0.10159710830389862,0.09041985033660385,0.06283718093331636,0.08695467199112779,2017,0.27560038255725566,0.1446837391967156,0.38555726007528973,0.23940506149481164,0.5143019091218288,0.3688308204672036,0.06905429966199512,0.018146216480638817,0.03266719390498384,0.005904290885094038,0.010483398144338288,0.0010733790633997002,0.010321972415714106,0.00104868254942916,0.00817574933489384,0.0007392500312506895,0.003948511307646337,0.00024811331945581846,0.007561114981084623,0.0006574742730674158,-0.08373789537100151,-0.15471220755501602,0.33283644512028276,0.4877815866118834,0.673592044818533,0.6757057809202073,0.706141116014354,0.7862003652938361,0.7158024684598575,-0.07190587251126378,0.4052788054150905,0.5490914024738804,0.7168934367270006,0.7187738830712724,0.745780439106336,0.4636723719228179,0.5974098055348344,0.7501309241976039,0.7518225132900573,0.7760688488264987,0.18497632301522074,0.43922896974264264,0.4423546885260221,0.48799877944590825,0.27673665892616417,0.2803151967835063,0.33308988764065023,0.003879482888276409,0.062075208632466176,0.05820974379779146,-0.8162036838219355,-0.8388760564510598,-0.6140447864459261,-0.48404850640322805,-0.23937739962868682,-0.2357168176442001,-0.1799765346798881,-0.16100669420236377,-0.7543262076835988,-0.7837225876250455,-0.5027418241473789,-0.3503460489937977,-0.0815123006586314,-0.07765737501846896,-0.019535941802698797,0.2111042309194621,0.056779115874172045,-0.4357705655791235,-0.17686080192982614,-0.4301556856495842,-0.00687867348191472,-0.07645516616610337,-0.4221324500941786,0.01875875860646263,0.2394761738699644,-0.06593339207601145,0.0035019699691312828,-0.04283907276180852,0.0033258455330821826,-0.007334072907575609,-0.02563432384300095
1961,0.3,0.01,0.9,4.2,49,170.0,0.63,0.33,0.04,7.8,20.6,2.5,3.8,5.4,30.2,0.97,0.13,1.09,0.06,4.1,0.0005,0.9,0.5435128625476298,0.6513416679407484,0.8024666232109559,0.3711843781856474,0.24871835628368322,0.14390043988750964,0.16035028587082817,0.1342761351488048,0.09775166464307165,0.1188281448032457,2017,0.2954062317547187,0.16055708663541568,0.4242459683958362,0.276329076672082,0.6439526813675942,0.5167505337246939,0.13777784260906573,0.051140982836606064,0.061860820752457184,0.015385921655910711,0.020707336599818774,0.00297979484561265,0.025712214178856316,0.004122960893951571,0.01803008047050009,0.0024210095220006957,0.009555387940491544,0.0009340550774933806,0.014120127997381129,0.0016778686143131684,-0.0902442955537402,-0.19239057014110536,0.18839947983644653,0.37210665176616337,0.5813277416141148,0.5443708447270567,0.6037818978910489,0.6951284204934607,0.6411874140829199,-0.10395108914290653,0.27398548019037,0.44732940117410475,0.638096528161744,0.6048986684718294,0.6581642253504316,0.3674706062637852,0.5267847978511727,0.6958887402180491,0.6669142713254789,0.7133126806682281,0.197556834471462,0.44125536285143785,0.39665163266269715,0.4686978246312301,0.2669712133457564,0.21602259695935602,0.29880905259717455,-0.05406674361192623,0.03459782599396965,0.0884990240582866,-0.7390133902116032,-0.7828267522178526,-0.5830916981624469,-0.435728006818017,-0.19097195670645534,-0.24253447563305155,-0.15741420010229268,-0.09731507389380255,-0.6914235202756659,-0.7420409863840365,-0.5149995592829405,-0.35339803561268834,-0.0954304043991836,-0.14872976027312576,-0.061034093728030384,0.24442357022431488,0.10732231583778888,-0.3601245681043922,-0.1908886925439295,-0.46960779863681035,0.09572575680675187,-0.1183765728554025,-0.330658926227276,0.003804645126654349,0.26318787117224784,-0.030292120698662717,-0.0012479214762907281,-0.065165577108354,0.019760606813432995,-0.019867274131121278,-0.027838619330305577
3741,0.7,0.02,1.2,5.8,1,1.0,0.05,0.05,0.01,7.8,32.0,2.0,1.1,5.8,29.4,0.11,0.53,0.62,0.03,3.6,0.0005,1.0,0.5308124269857463,0.6560380454678707,0.6873573414652319,0.2156487840411744,0.13390955162807594,0.059965650079423366,0.06487681562123868,0.062379046458863774,0.048282469395336924,0.07865621047411755,2017,0.2817618326424982,0.14956268221691613,0.43038591710130397,0.2823495358520365,0.47246011486615136,0.32474892850275583,0.04650439805843708,0.010028616893868707,0.017931768017232334,0.002401235015086254,0.0035958791894478473,0.00021562923320231014,0.004209001205152199,0.0002730665951362306,0.003891145437117085,0.00024272594200012244,0.002331196850911647,0.00011255594060864739,0.00618679944614868,0.0004866301993974245,-0.10551086374279416,-0.1285082904975944,0.42221034166128385,0.597096061402019,0.7969943286409105,0.7821789920619998,0.7896832666975667,0.8332485066020551,0.7418859457578,-0.023313535465430905,0.505214999835129,0.6609659878190342,0.8324990486715653,0.8200153190815703,0.82634308910561,0.5223758113041848,0.6738951667132115,0.8395187870361669,0.8275089877000068,0.8335973884592109,0.2338357409117532,0.5648584206356565,0.5374624226857585,0.5512748033412777,0.38139948223090536,0.3472709771905914,0.3644149780800311,-0.03933890214561235,-0.019726203486762076,0.019627930073686167,-0.8628963138899501,-0.8687333972889395,-0.6341284424131204,-0.4699826136828208,-0.10792964109469406,-0.14664590911360925,-0.12738463733046493,-0.23927884794467227,-0.7858804262100335,-0.7946349375282455,-0.46547824916351793,-0.2599352812396697,0.13483126196733738,0.09600156303904951,0.11541202086077343,0.2471756319511883,0.0149777784875764,-0.42614335586694074,-0.16973622211363487,-0.5974172863057046,0.07874649523349371,-0.02979981147448164,-0.3681446412829875,0.062340054545920814,0.2074750005680397,-0.07093601995577214,0.0012917723665020892,-0.04296767385327688,0.00408095718728781,-0.0008523805402177757,-0.02324864286832992
2029,0.4,0.01,1.5,4.5,88,210.0,0.53,0.29,0.04,7.8,22.1,2.0,4.3,5.9,30.0,0.83,0.12,0.94,0.05,3.7,0.0005,1.0,0.4985881919734759,0.6038950275954642,0.7412176653210485,0.3240948349530961,0.22366211079627965,0.1451224511499486,0.16166265079172726,0.1364077794894088,0.10695948679946735,0.1257634827722973,2017,0.24859018517537967,0.12394413096894413,0.36468920435452645,0.22023399712744465,0.5494036273839858,0.40722767400847326,0.1050374620432746,0.034042098924807175,0.050024739805847276,0.011188638897010475,0.021060525827769218,0.0030563551306326685,0.026134812661007954,0.004225023092723741,0.018607082305231174,0.0025381507800332544,0.01144033181640543,0.0012236520198983427,0.015816453599017916,0.001989132289718929,-0.09551785800709256,-0.19569957015450226,0.21210277993975693,0.3806520815884508,0.5491065661248576,0.5102992974165204,0.5703664727977513,0.6467347145440121,0.597138959149885,-0.10209006163478937,0.30151212199015437,0.45946424622488397,0.6124991598513151,0.5776604288463184,0.6314811231729663,0.39154973799764026,0.5363938257752796,0.6725355234336902,0.6418957243685562,0.6891435172122453,0.18335271681387147,0.3814275157881618,0.33438946167202704,0.40757001063046205,0.21296894650861978,0.160901831870444,0.24232609740748132,-0.05391461168451129,0.030954656772555857,0.08472786541925142,-0.6990678552825691,-0.7477897476203894,-0.5037308227668581,-0.35297943281825556,-0.15139110981501272,-0.2036435436140803,-0.12100350691775626,-0.08079991419597012,-0.6552812555865067,-0.7098818514130906,-0.44087514749891993,-0.2801701702046881,-0.07146538802272409,-0.12489876120270524,-0.04060054723498298,0.25923813082766034,0.09942761723268749,-0.38836359166717344,-0.20106909298065168,-0.3911755359563476,0.09616910754252571,-0.12249423088042802,-0.2538377601664084,0.007840295046467674,0.24924271478253152,-0.04234122191898182,-0.00498078612847111,-0.0507193891314678,0.01953804669300435,-0.0198308574602806,-0.023463386233905172
3469,0.5,0.01,0.7,5.8,1,1.0,0.02,0.03,0.01,7.8,32.4,2.5,0.87,2.7,29.4,0.06,0.16,0.21,0.02,1.7,0.0005,0.9,0.4457461702103943,0.5422893263241,0.5286551412960563,0.17164197676217502,0.15483474565763217,0.1385571570600774,0.14483810724103863,0.13904564503465966,0.12064711359739519,0.11399619862466633,2017,0.19868964825723381,0.08856514977111232,0.2940777134450462,0.15947520511104582,0.27947625841875323,0.14774656088325913,0.02946096818682703,0.005056738816914542,0.023973798462863644,0.003711976987444825,0.019198085772570955,0.002660032185642951,0.020978077309166607,0.003038425011015872,0.019333691403104574,0.0026882655920457297,0.01455572601938278,0.001756106330553035,0.012995133300874376,0.0014813957969204911,-0.0977122344817853,-0.08508708897105494,0.4439738514455118,0.4843833975848276,0.5257355192299294,0.5095090987993683,0.5244610426827082,0.5739811292030156,0.5926833308619609,0.012730991606260846,0.5191638858803955,0.5557899895280346,0.592985612934731,0.5784243208292507,0.5918435105206287,0.5098024186131161,0.5469289345370419,0.5846684558979138,0.569889950476434,0.5835091170140106,0.05148064149863312,0.10665671207533285,0.08469370072861905,0.10491673771551414,0.05548070156938325,0.033358505182896,0.053726281586118224,-0.022163215029195143,-0.0017596651434935889,0.020404345651855147,-0.6360220789441527,-0.6283791941637626,-0.1744672136139143,-0.12410120997690732,-0.06909625145161892,-0.09111992587476399,-0.07084730253619582,0.028344788137130355,-0.652601819509685,-0.6452315850186233,-0.20181398393067979,-0.15191163034446442,-0.09725057253275989,-0.11915695839938038,-0.09899329710748464,0.21114231337527964,-0.008162988306690206,-0.6091955018059619,-0.08762604353964112,-0.10989438925837577,0.04351820114700991,-0.03470083402865376,-0.12502567308253779,0.06323784294254231,0.13462475479672628,-0.08631563665778103,0.0008380060699092091,-0.011791917513185868,0.006112910317704929,-0.0033938388946755074,-0.004314125719947465
3333,0.5,0.02,1.4,5.9,1,1.0,0.09,0.05,0.02,7.8,31.7,2.0,1.2,4.2,29.2,0.16,0.56,0.7,0.02,2.7,0.0005,1.0,0.528470531672972,0.6465736347638544,0.6274318412367008,0.19078141666529588,0.14444867156943025,0.0985768558945869,0.08332007925478574,0.07560579373827575,0.08013049164732106,0.09313499240838655,2017,0.2792811028467137,0.14759183290761674,0.41805746517174225,0.27030493479625683,0.39367071539767656,0.24700154180293343,0.03639754894481724,0.006943975950836677,0.02086541871817313,0.003013982015580032,0.009717396518062152,0.0009579103962315732,0.006942235607023777,0.0005784276209826166,0.005716236046794697,0.0004321805635132566,0.006420895691641389,0.00051450952858739,0.00867412681091022,0.0008078647346835055,-0.10050950122923061,-0.08561389948064595,0.469500452223814,0.5706804892075691,0.6855840312899284,0.7276189671219898,0.7496813215223944,0.7366731616382769,0.7003405253001046,0.015024891091712445,0.5443237218437246,0.6347797769723853,0.7354175911298646,0.7716925693302852,0.790617703151447,0.5336633455329634,0.6257227144022728,0.7284416666519334,0.7655438505261593,0.7849167954117655,0.13821177370995327,0.31865189114863557,0.39204943792733665,0.43236168415342174,0.18875307525722881,0.2683800657177131,0.3128447211234287,0.08387594121513035,0.13187916365222893,0.04854014875757068,-0.7794687308491143,-0.7735026642226432,-0.40843876412508956,-0.2863942451332089,-0.10322107345328964,-0.01951408055573559,0.02905358823630816,-0.07505534545405672,-0.7481846527478716,-0.7414952005568998,-0.34392666692106544,-0.21598151279388833,-0.028385639877615984,0.05562273195715273,0.10388240490283815,0.21686481518435166,-0.009001899303754104,-0.5269201598215926,-0.16573467175280632,-0.26841519056880836,-0.14044077866214494,-0.09812705491037965,0.06955840066491528,0.07834941463365805,0.1631750937122698,-0.08690399136407106,0.0028430206485124954,-0.018442319123400306,-0.007354731258030123,-0.007398026527619899,-0.005331342097922652
3401,0.2,0.01,0.9,5.9,1,1.0,0.01,0.02,0.01,7.8,32.6,2.0,0.76,2.4,29.2,0.04,0.38,0.41,0.02,1.7,0.0005,0.7,0.5252146991968887,0.6265210118027615,0.5835178300531597,0.2044954209645339,0.14387197299813798,0.1054458639408601,0.09755369748317716,0.10578594599009308,0.10032042406066999,0.11736016281766884,2017,0.27585048025247827,0.14488072700912263,0.3925285782303561,0.24592740199438212,0.34049305798994817,0.19868377034645923,0.041818377195461935,0.008551666648639654,0.020699144614376944,0.002978026775044193,0.01111883022223438,0.0011724346587952497,0.009516723892639245,0.000928391603653453,0.01119066636901889,0.0011838152281061834,0.010064187483712654,0.0010096435561921407,0.01377340781658974,0.0016164493839091244,-0.08795968696494089,-0.05258538855688443,0.4395160069335574,0.5699451835555264,0.6656018463680957,0.6867095440191602,0.6647041590306269,0.6792492688876115,0.6347190973212705,0.03553867881104117,0.5078426541252343,0.6264971882231761,0.7118835088439344,0.7305424530587961,0.7110885131859791,0.4809848166882101,0.6044157550886324,0.6939000854179252,0.7135287747644908,0.6930643653301121,0.17402159047322271,0.31957522875310895,0.35405408243186065,0.31812891616168265,0.154124989728191,0.19185315058924343,0.15255284976496292,0.03887775127354746,-0.0016099944858880355,-0.04048521166999136,-0.7239551321355336,-0.706596045315795,-0.34176371932125166,-0.17834932398398803,-0.024909036023199282,0.013982255769002853,-0.026517967048165284,-0.07827863293350235,-0.6844652968196097,-0.6651052993204818,-0.27072781252671646,-0.10148755281456814,0.053473862669438155,0.09216001846863532,0.05186833366449972,0.17964623763131504,-0.024054393204011253,-0.4569864975958634,-0.21727531867240643,-0.24709524999205207,-0.08116166102543239,0.08002692368704682,-0.06044146900615188,0.07788539679181526,0.12580705458568925,-0.060658167772920435,-0.007797017553769901,-0.01764226748005187,-0.008009154682619085,0.007957917697539367,-0.011973289126814748
2925,0.2,0.01,1.2,6.0,1,1.0,0.05,0.02,0.01,7.8,32.5,2.0,0.83,4.8,29.3,0.09,0.71,0.78,0.02,3.0,0.0005,1.0,0.40674801645619163,0.4638180317794189,0.458703235302672,0.15860071190649863,0.13160555922156192,0.15250914974985308,0.148372801916174,0.16206051930286045,0.13197834137376868,0.12392356324651009,2017,0.16544394889104633,0.06729399804611264,0.21512716660373402,0.09977985899642704,0.21040865807713846,0.09651513219567709,0.025154185817248178,0.003989471778043912,0.01732002321802004,0.002279411341337964,0.023259040757423112,0.0035472165299117774,0.022014488348456207,0.003266351319011413,0.026263611916712802,0.00425629458599127,0.01741828259177102,0.002298836046041528,0.015357049527711787,0.0019031002984271795,-0.06555506665909143,-0.06003251915216639,0.4389278547921278,0.5110813221371151,0.45460099944909854,0.4654396051972671,0.43017550154518264,0.5100357001079744,0.5329557188047047,0.005544367007304727,0.4903729570633525,0.557943080487232,0.5051032817620108,0.5152727099146629,0.48213429259519197,0.4861503393149129,0.5541128289385188,0.500961847372425,0.5111887380832765,0.47786732681954774,0.09302056974855809,0.01958009985351805,0.03331854225128011,-0.01078960304403906,-0.07357447491532122,-0.059887637839137864,-0.10370608765685471,0.013747410938992932,-0.030363288303573887,-0.04409229438687968,-0.5569682954755577,-0.5531320204149085,-0.09161834011157137,0.0014142827060560125,-0.0721677016272146,-0.05847830813177728,-0.10230681026265712,0.03147603820772929,-0.5783059620238618,-0.5746039709979143,-0.12274042165476998,-0.030063093790852282,-0.10340884113711632,-0.0897890746909407,-0.13335342203797873,0.13876077605478043,-0.0038128880821372856,-0.5428838802696379,-0.197243327610183,0.1545272418297209,-0.029624026023526855,0.07512805948878308,-0.17429433665691002,0.03619911544472659,0.11697213147242119,-0.06323868899261093,-0.02374631953472575,0.013379827780708817,-0.007422018959913616,0.015313286630310676,-0.00863913471250232
1753,0.3,0.02,1.0,4.7,9,16.0,0.33,0.14,0.03,7.9,27.3,2.5,2.7,5.6,29.7,0.49,0.2,0.67,0.03,3.8,0.0005,1.1,0.4026440515359119,0.5263969545081542,0.6485724030539195,0.20523045445552762,0.130612393194691,0.05569784155108519,0.0636048851508013,0.057114585340302386,0.03962487775720947,0.08320776640470884,2017,0.16212223223725405,0.06527755243205399,0.27709375371545975,0.1458613080690505,0.4206461620031358,0.2728194921257821,0.042119539436022396,0.008644212219912394,0.017059597256044567,0.0022281948245495642,0.0031022495534497917,0.0001727886040799713,0.004045581415046624,0.0002573187412722567,0.003262075858594684,0.00018631211001224628,0.0015701309372737938,6.221624645228682e-05,0.006923532390060593,0.0005760916658075972,-0.1332049954384602,-0.23394644408792586,0.3247604483073425,0.5101329032763012,0.7569594122153992,0.7271634093032179,0.7515453511504996,0.820810935913848,0.6574767724142663,-0.10398181685287977,0.4389754895972867,0.6024032423545825,0.8086296530113048,0.7843908921112264,0.8042383691155943,0.5192556392837867,0.6647460427268985,0.8418282130254595,0.8213790689362236,0.8381305415017909,0.22218148096026016,0.5730793294286977,0.5268115773473709,0.5645842179082036,0.4020957396453723,0.3450131142538736,0.39151435999215317,-0.06627714066816112,-0.012558401837957048,0.05376348806116751,-0.8599881647723,-0.8848444221967676,-0.6763404954335871,-0.5344747065593499,-0.16861629536492986,-0.2322974180901751,-0.1807918611814453,-0.3548151954626027,-0.7270107545095519,-0.7725880807448882,-0.42304618190647214,-0.22170326165127052,0.19804761851212324,0.13352310612342322,0.18595170861889523,0.3786859613830718,0.0734435930662759,-0.43503373969916537,-0.15504441703030455,-0.6549888470239955,0.1274771435683692,-0.07079379492635698,-0.643030316845494,0.024961172020564,0.25064204856681593,-0.06826745870032985,0.005132665621532667,-0.04484708008545018,0.007419683736225397,-0.004112596538099242,-0.03216096787968371
2200,0.6,0.01,1.8,6.4,1,2.0,0.001,0.001,0.001,7.9,32.7,2.8,0.08,2.3,26.3,0.01,0.23,0.24,0.02,5.1,0.0005,0.9,0.28471181695650266,0.4229135644135793,0.4352382177790745,0.1534960876950239,0.14403258614123401,0.17640191219428392,0.2031962017426248,0.1693299375930431,0.029843024959483662,0.054966876017636224,2017,0.08106081871467308,0.023078972980236246,0.17885588296499869,0.07564057898106558,0.18943230621550508,0.08244817934701633,0.023561048937678467,0.0036165288339246437,0.020745385870531995,0.0029880115774305388,0.03111763462579985,0.005489210250954154,0.04128869640262947,0.008389706283918684,0.028672627765263872,0.004855134270120686,0.0008906061387323648,2.657838122725933e-05,0.0030213574591381924,0.0001660745808614094,-0.1953035477465418,-0.2090789548719962,0.29943715726859066,0.3281191073255815,0.23488761647086168,0.167071685829671,0.25412173705902835,0.8102523249827809,0.6763595883135297,-0.014361857215986462,0.467406254792891,0.49190029423329257,0.41132201960569403,0.35092466935923605,0.42817460379278366,0.4785556531433447,0.5027107005342916,0.42318398172478455,0.3634547401286578,0.43983176722624806,0.03180702361143866,-0.06943305053969927,-0.1393361043098429,-0.04904762521513002,-0.10101698231991516,-0.1703879910475045,-0.08072870728236971,-0.07058593961505887,0.02045508565551904,0.0909097659830689,-0.8681718801671882,-0.8716653254654706,-0.6744499902132592,-0.6567313291316395,-0.7106059875085908,-0.7438798147263708,-0.7003305611662695,-0.29623724080199676,-0.769955531270387,-0.775739270304559,-0.4726461234293769,-0.447567592180187,-0.5248548739660613,-0.5741693467980705,-0.5098737683091267,0.49955516082800744,0.010277639637264179,-0.607418784505821,-0.07550871456435124,0.2588720695400752,0.12657767678244217,-0.0293738450555144,-1.0,0.07773387704117171,0.12009164405291739,-0.07086908648423504,-0.021679941286728562,0.005821549821656606,0.02922704881116771,-0.016677678301676522,-0.07518466291757596
2684,0.8,0.01,4.4,6.2,1,1.0,0.001,0.001,0.01,7.8,32.8,3.5,0.35,2.9,26.3,0.02,0.24,0.25,0.02,6.5,0.0005,1.2,0.2273916941865018,0.29315101882919337,0.3000537634827388,0.10312044513849032,0.08184333432828789,0.0756025483862157,0.10099284772128216,0.06448518042315052,-0.0012993523016618107,0.024351350547527417,2017,0.051706982585007555,0.011757738371276812,0.08593751984059408,0.025192671496924175,0.09003226098015538,0.02701451874195575,0.010633826205560392,0.0010965648918427311,0.0066983313739719065,0.0005482137740816427,0.005715745322490087,0.00043212491230684285,0.010199555290854086,0.0010300821343140244,0.004158338494206275,0.0002681512080594237,1.6883164038338452e-06,-2.1937178052548976e-09,0.0005929882734885638,1.4440065318293076e-05,-0.1263283934217879,-0.1377622429764163,0.3759960203029509,0.4706722927129609,0.5009637955871628,0.38491107325239027,0.5581343639547249,1.0,0.8065380469736113,-0.011636360426230855,0.4795464497695958,0.5634956439255113,0.5899562466222753,0.48753307463507806,0.6393811333530556,0.48845713374801164,0.5713854082819648,0.5974908659988697,0.49635356639428163,0.6462096491956796,0.11503393189488792,0.15396953805202823,0.010423610277405317,0.23051293526619007,0.03963765729834035,-0.10473590718385548,0.11862454788544034,-0.14377667761854204,0.07936004143656217,0.22061942426741382,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8466068105549523,-0.8498707357291816,-0.6179335135827463,-0.5413828747454916,-0.5127483608484487,-0.6114483018144292,-0.4517716916351672,0.29599911826121317,0.008092376888198173,-0.5209051555934676,-0.19059916633168028,-0.10186152074488387,0.2144374761750819,0.0072838411610905845,1.0,0.03657028825873311,0.08291497412982668,-0.03891886964619781,-0.006600899208989305,-0.014833516310723457,0.029214673914360875,-0.02636503077832341,-0.0432187189456884
